title,author,Practices,method,link,Disciplines,journal,medium,keywords,location,Relevance,Impact Scale (0-10),Notes
Encountering bloody others in mined reality,"Mahnic, Nika",,,,,AI & SOCIETY,article,Reality mining; Digital assistants; Digital companions; Big data; Attention economy; Computational propaganda,,,,
Visual analytics for collaborative human-machine confidence in human-centric active learning tasks,"Legg, Phil; Smith, Jim; Downing, Alexander",,,,,HUMAN-CENTRIC COMPUTING AND INFORMATION SCIENCES,article,Visual knowledge discovery; Data clustering; Active machine learning; Human-machine collaboration,,,,
A Data Integration Multi-Omics Approach to Study Calorie Restriction-Induced Changes in Insulin Sensitivity,"Dao, Maria Carlota; Sokolovska, Nataliya; Brazeilles, Remi; Affeldt, Severine; Pelloux, Veronique; Prifti, Edi; Chilloux, Julien; Verger, Eric O.; Kayser, Brandon D.; Aron-Wisnewsky, Judith; Ichou, Farid; Pujos-Guillot, Estelle; Hoyles, Lesley; Juste, Catherine; Dore, Joel; Dumas, Marc-Emmanuel; Rizkalla, Salwa W.; Holmes, Bridget A.; Zucker, Jean-Daniel; Clement, Karine",,,,,FRONTIERS IN PHYSIOLOGY,article,data integration; insulin sensitivity; lifestyle factors; microbiota; omics,,,,
The evolution of Industrial Management & Data Systems over the past 25 years A bibliometric overview,"Wang, Chao; Zhao, Longfeng; Vilela, Andre L. M.; Lim, Ming K.",,,,,INDUSTRIAL MANAGEMENT & DATA SYSTEMS,article,Literature review; Citation analysis; Bibliometric; Industrial Management & Data Systems,,,,
Adaptivity in Bayesian Inverse Finite Element Problems: Learning and Simultaneous Control of Discretisation and Sampling Errors,"Kerfriden, Pierre; Kundu, Abhishek; Claus, Susanne",,,,,MATERIALS,article,finite element inverse problems; Bayesian statistics; data-driven modelling; error estimation; MCMC; machine learning,,,,
Ethical standards in robotics and AI,"Winfield, Alan",,,,,NATURE ELECTRONICS,article,,,,,
Big data phenotyping in rare diseases: some ethical issues,"Hallowell, Nina; Parker, Michael; Nellaker, Christoffer",,,,,GENETICS IN MEDICINE,article,,,,,
Predictors of atrial fibrillation early recurrence following cryoballoon ablation of pulmonary veins using statistical assessment and machine learning algorithms,"Budzianowski, Jan; Hiczkiewicz, Jaroslaw; Burchardt, Pawel; Pieszko, Konrad; Rzezniczak, Janusz; Budzianowski, Pawel; Korybalska, Katarzyna",,,,,HEART AND VESSELS,article,Atrial fibrillation; Cryoballoon ablation; Early recurrence; Biomarkers; Machine learning,,,,
Particle swarm optimization for network-based data classification,"Carneiro, Murillo G.; Cheng, Ran; Zhao, Liang; Jin, Yaochu",,,,,NEURAL NETWORKS,article,Complex networks; Machine learning; Network structural optimization; Data classification; Graph optimization; Particle swarm,,,,
"Legal, regulatory, and ethical frameworks for development of standards in artificial intelligence (AI) and autonomous robotic surgery","O'Sullivan, Shane; Nevejans, Nathalie; Allen, Colin; Blyth, Andrew; Leonard, Simon; Pagallo, Ugo; Holzinger, Katharina; Holzinger, Andreas; Sajid, Mohammed Imran; Ashrafian, Hutan",,,,,INTERNATIONAL JOURNAL OF MEDICAL ROBOTICS AND COMPUTER ASSISTED SURGERY,article,,,,,
Computational modelling of salamander retinal ganglion cells using machine learning approaches,"Das, Gautham P.; Vance, Philip J.; Kerr, Dermot; Coleman, Sonya A.; McGinnity, Thomas M.; Liu, Jian K.",,,,,NEUROCOMPUTING,article,Artificial vision; Biological vision; Machine learning; Retinal Ganglion cell,,,,
Information sharing in supply chains: a review of risks and opportunities using the systematic literature network analysis (SLNA),"Colicchia, Claudia; Creazza, Alessandro; Noe, Carlo; Strozzi, Fernanda",,,,,SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,article,Resilience; Supply-chain management; Risk management; Systematic literature review; Supply chain vulnerability; Supply chain disruptions,,,,
Manager perceptions of big data reliability in hotel revenue management decision making,"Egan, David; Haynes, Natalie Claire",,,,,INTERNATIONAL JOURNAL OF QUALITY & RELIABILITY MANAGEMENT,article,Data analytics; Big data,,,,
Increasing Trust in Meta-Heuristics by Using MAP-Elites,"Urquhart, Neil; Guckert, Michael; Powers, Simon",,,,,PROCEEDINGS OF THE 2019 GENETIC AND EVOLUTIONARY COMPUTATION CONFERENCE COMPANION (GECCCO'19 COMPANION),article,Vehicle Routing; Quality-Diversity Algorithms,,,,
Deep Learning with Convolutional Neural Network and Long Short-Term Memory for Phishing Detection,"Adebowale, M. A.; Lwin, K. T.; Hossain, M. A.",,,,,"2019 13TH INTERNATIONAL CONFERENCE ON SOFTWARE, KNOWLEDGE, INFORMATION MANAGEMENT AND APPLICATIONS (SKIMA)",article,Phishing detection; Cybercrime; Deep learning (DL); Convolutional Neural Network (CNN); Long Short-Term Memory (LSTM); Big data; Universal Resource Locator (URL),,,,
Can You Trust Your Model's Uncertainty? Evaluating Predictive Uncertainty Under Dataset Shift,"Ovadia, Yaniv; Fertig, Emily; Ren, Jie; Nado, Zachary; Sculley, D.; Nowozin, Sebastian; Dillon, Joshua V.; Lakshminarayanan, Balaji; Snoek, Jasper",,,,,ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 32 (NIPS 2019),article,,,,,
Investigating the Role of Moral Decision-Making in Emerging Artificial Intelligence Technologies,"Bennett, Sarah Joy",,,,,CONFERENCE COMPANION PUBLICATION OF THE 2019 COMPUTER SUPPORTED COOPERATIVE WORK AND SOCIAL COMPUTING (CSCW'19 COMPANION),article,Ethics; Design; Artificial Intelligence,,,,
RethinkAI (TM): Designing the Impact of AI in the Future of Work,"Lalioti, Vali",,,,,PROCEEDINGS OF THE EUROPEAN CONFERENCE ON THE IMPACT OF ARTIFICIAL INTELLIGENCE AND ROBOTICS (ECIAIR 2019),article,future of work; organisational impact of AI; collaborative AI; transdisciplinary design research; participatory methods,,,,
Harnessing Interdisciplinarity to Promote the Ethical Design of AI Systems,"Patel, Menisha; Webb, Helena; Jirotka, Marina; Davoust, Alan; Gales, Ross; Rovatsos, Michael; Koene, Ansgar",,,,,PROCEEDINGS OF THE EUROPEAN CONFERENCE ON THE IMPACT OF ARTIFICIAL INTELLIGENCE AND ROBOTICS (ECIAIR 2019),article,interdisciplinarity; ethics; hackathons; responsible innovation,,,,
Racist Soapdishes and Rebellious (?) Children: Towards Human/AI Cooperation,"Scott, Keith",,,,,PROCEEDINGS OF THE EUROPEAN CONFERENCE ON THE IMPACT OF ARTIFICIAL INTELLIGENCE AND ROBOTICS (ECIAIR 2019),article,AI; Ethics; Cybernetics,,,,
Deploying Artificial Intelligence in the Wireless Infrastructure: the Challenges Ahead,"Angel Vazquez, Miguel; Paul Pallois, Jean; Debbah, Merouane; Masouros, Christos; Kenyon, Tony; Deng, Yansha; Mekuria, Fisseha; Perez-Neira, Ana; Erfanian, Javan",,,,,2019 IEEE 2ND 5G WORLD FORUM (5GWF),article,Artificial Intelligence; Machine Learning; Wireless Infrastructure,,,,
Model Checking Human-Agent Collectives for Responsible AI,"Abeywickrama, Dhaminda B.; Cirstea, Corina; Ramchurn, Sarvapali D.",,,,,2019 28TH IEEE INTERNATIONAL CONFERENCE ON ROBOT AND HUMAN INTERACTIVE COMMUNICATION (RO-MAN),article,,,,,
Failure Mode & Effect Analysis for Improving Data Veracity and Validity,"Herrera, Ana Elsa Hinojosa; Walshaw, Chris; Bailey, Chris; Yin, Chunyan",,,,,"2019 INTERNATIONAL CONFERENCE ON COMPUTING, ELECTRONICS & COMMUNICATIONS ENGINEERING (ICCECE)",article,FMEA; Feature Engineering; Big Data; Data Veracity; Data Validity; Electronics Manufacturing,,,,
The future of techno-disruption in gig economy workforces: challenging the dialogue with fictional abstracts,"Bates, Oliver; Nash, Callum; Remy, Christian; Kirman, Ben",,,,,HALFWAY TO THE FUTURE SYMPOSIUM (HTTF 2019),article,Gig economy; fictional abstracts; human security; future studies; design fiction; existentialism; creativity; logistics; AI; autonomous vehicles; drones; HCI; ethics; justice; pervasive computing; ubicomp,,,,
Comparing Explanations between Random Forests and Artificial Neural Networks,"Harris, Lee; Grzes, Marek",,,,,"2019 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN AND CYBERNETICS (SMC)",article,,,,,
Perceived Impacts of Artificial Intelligence and Responses to Positive Behaviour Change Intervention,"Tussyadiah, Iis; Miller, Graham",,,,,INFORMATION AND COMMUNICATION TECHNOLOGIES IN TOURISM 2019,article,Artificial intelligence; Segmentation; Profiling; Positive behaviour change; Sustainable tourism,,,,
Towards model-driven self-explanation for autonomous decision-making systems,"Reynolds, Owen J.",,,,,2019 ACM/IEEE 22ND INTERNATIONAL CONFERENCE ON MODEL DRIVEN ENGINEERING LANGUAGES AND SYSTEMS COMPANION (MODELS-C 2019),article,self-explanation; model-driven; autonomous; decision-making,,,,
Finding and Interpreting Arguments: An Important Challenge for Humanities Computing and Scholarly Practice,"Ravenscroft, Andrew; Allen, Colin",,,,,DIGITAL HUMANITIES QUARTERLY,article,,,,,
"Teaching Data Ethics ""We're going to ethics the heck out of this""","Henderson, Tristan",,,,,3RD CONFERENCE ON COMPUTING EDUCATION PRACTICE (CEP 2019),article,data ethics; education; algorithmic accountability,,,,
A Comprehensive Survey on Secure Outsourced Computation and Its Applications,"Yang, Yang; Huang, Xindi; Liu, Ximeng; Cheng, Hongju; Weng, Jian; Luo, Xiangyang; Chang, Victor",,,,,IEEE ACCESS,article,Outsourcing; Cloud computing; Task analysis; Encryption; Computational modeling; Servers; Secure outsourced computing; privacy preserving; homomorphic encryption; secure outsourced machine learning; data processing,,,,
The Respective Roles of Intellectual Creativity and Automation in Representing Diversity: Human and Machine Generated Bias,"Broughton, Vanda",,,,,KNOWLEDGE ORGANIZATION,article,machine intelligence; bias; human; artificial intelligence; data,,,,
Could Artificial Intelligence (AI) Become a Responsible Agent: Artificial Agency (AA)?,"Noble, Raymond; Noble, Denis",,,,,RUSI JOURNAL,article,,,,,
Adversarial Machine Learning in Smart Energy Systems,"Bor, Martin C.; Marnerides, Angelos K.; Molineux, Andy; Wattam, Steve; Roedig, Utz",,,,,E-ENERGY'19: PROCEEDINGS OF THE 10TH ACM INTERNATIONAL CONFERENCE ON FUTURE ENERGY SYSTEMS,article,smart energy systems; intrusion detection; adversarial machine learning,,,,
Practical machine learning based on cloud computing resources,"Agavanakis, Kyriakos N.; Karpetas, George. E.; Taylor, Michael; Pappa, Evangelia; Michail, Christos M.; Filos, John; Trachana, Varvara; Kontopoulou, Lamprini",,,,,"TECHNOLOGIES AND MATERIALS FOR RENEWABLE ENERGY, ENVIRONMENT AND SUSTAINABILITY (TMREES19)",article,Machine learning; cloud computing; DaaS; PaaS; SaaS; big data; NoSQL; web services; PET; business ethics; health; knowledge sharing,,,,
Trust in Computational Intelligence Systems: A Case Study in Public Perceptions,"Crockett, Keeley; Goltz, Sean; Garratt, Matt; Latham, Annabel",,,,,2019 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC),article,Ethics; Trust; Explainability; Morality; Computational Intelligence; GDPR,,,,
A Conceptual Architecture for Contractual Data Sharing in a Decentralised Environment,"Barclay, Iain; Preece, Alun; Taylor, Ian; Verma, Dinesh",,,,,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING FOR MULTI-DOMAIN OPERATIONS APPLICATIONS,article,data sharing; data ecosystem; collective intelligence; machine learning; blockchain,,,,
Achieving Useful AI Explanations in a High-Tempo Complex Environment,"Braines, David; Preece, Alun D.; Harborne, Daniel",,,,,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING FOR MULTI-DOMAIN OPERATIONS APPLICATIONS,article,conversation; explanation; artificial intelligence; machine learning; human-machine teaming,,,,
Developing the sensitivity of LIME for better machine learning explanation,"Lee, Eunjin; Braines, David; Stiffler, Mitchell; Hudler, Adam; Harborne, Daniel",,,,,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING FOR MULTI-DOMAIN OPERATIONS APPLICATIONS,article,Interpretability; Explainability; LIME; Black-box; Machine Learning,,,,
Managing Training Data from Untrusted Partners Using Self-generating Policies,"Verma, Darshika; Calo, Seraphin; Witherspoon, Shonda; Manotas, Irene; Bertino, Elisa; Abu Jabal, Amani; de Mel, Geeth; Swami, Ananthram; Cirincione, Greg; Pearson, Gavin",,,,,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING FOR MULTI-DOMAIN OPERATIONS APPLICATIONS,article,AI; Coalition Operations; Multi Domain Data Sharing; Coalition Operations; Training Data Curation,,,,
Multi-wave light technology enabling closed-loop in-process quality control for automotive battery assembly with remote laser welding,"Franciosa, Pasquale; Sun, Tianzhu; Ceglarek, Darek; Gerbino, Salvatore; Lanzotti, Antonio",,,,,MULTIMODAL SENSING: TECHNOLOGIES AND APPLICATIONS,article,Multi-wave light technology; closed-loop in-process quality control; multi-level requirements; battery busbar assembly; remote laser welding,,,,
Capturing Contextual Morality: Applying Game Theory on Smartphones,"van Berkel, Niels; Hosio, Simo; Tag, Benjamin; Goncalves, Jorge",,,,,UBICOMP/ISWC'19 ADJUNCT: PROCEEDINGS OF THE 2019 ACM INTERNATIONAL JOINT CONFERENCE ON PERVASIVE AND UBIQUITOUS COMPUTING AND PROCEEDINGS OF THE 2019 ACM INTERNATIONAL SYMPOSIUM ON WEARABLE COMPUTERS,article,Mobile sensing; context; moral; ethics; artificial intelligence; game theory,,,,
"Distributed Emergent Software: Assembling, Perceiving and Learning Systems at Scale","Porter, Barry; Rodrigues Filho, Roberto",,,,,2019 IEEE 13TH INTERNATIONAL CONFERENCE ON SELF-ADAPTIVE AND SELF-ORGANIZING SYSTEMS (SASO),article,,,,,
A Survey of the General Public's Views on the Ethics of Using AI in Education,"Latham, Annabel; Goltz, Sean",,,,,"ARTIFICIAL INTELLIGENCE IN EDUCATION (AIED 2019), PT I",article,Ethics; Trust; GDPR,,,,
"Automating the Categorization of Learning Activities, to Help Improve Learning Design","Holmes, Wayne; Culver, Juliette",,,,,"ARTIFICIAL INTELLIGENCE IN EDUCATION, AIED 2019, PT II",article,Learning design; Learning activities; Machine learning,,,,
Ethics in AIED: Who Cares?,"Holmes, Wayne; Bektik, Duygu; Di Gennaro, Maria; Woolf, Beverly Park; Luckin, Rose",,,,,"ARTIFICIAL INTELLIGENCE IN EDUCATION, AIED 2019, PT II",article,Artificial intelligence in education; Ethics; Ethical practice,,,,
AI in Healthcare: Ethical and Privacy Challenges,"Bartoletti, Ivana",,,,,"ARTIFICIAL INTELLIGENCE IN MEDICINE, AIME 2019",article,AI; Healthcare; Privacy; Ethics,,,,
Value of Information: Quantification and Application to Coalition Machine Learning,"Pearson, Gavin; Verma, Dinesh; de Mel, Geeth",,,,,POLICY-BASED AUTONOMIC DATA GOVERNANCE (PADG 2018),article,,,,,
Self-Generating Policies for Machine Learning in Coalition Environments,"Verma, Dinesh; Calo, Seraphin; Witherspoon, Shonda; Manotas, Irene; Bertino, Elisa; Abu Jabal, Amani M.; Cirincione, Greg; Swami, Ananthram; Pearson, Gavin; de Mel, Geeth",,,,,POLICY-BASED AUTONOMIC DATA GOVERNANCE (PADG 2018),article,,,,,
Big Data technology in Healthcare: A Survey,"Saglani, Vatsal J.; Rawal, Bharat S.; Vijayakumar, V.; Yang, Longzhi",,,,,"2019 10TH IFIP INTERNATIONAL CONFERENCE ON NEW TECHNOLOGIES, MOBILITY AND SECURITY (NTMS)",article,blockchain; proxy re-encryption; privacy; decentralized; permissionles; permissioned; consensus; mining,,,,
Promoting Distributed Trust in Machine Learning and Computational Simulation,"Bore, Nelson Kibichii; Raman, Ravi Kiran; Markus, Isaac M.; Remy, Sekou L.; Bent, Oliver; Hind, Michael; Pissadaki, Eleftheria K.; Srivastava, Biplav; Vaculin, Roman; Varshney, Kush R.; Weldemariam, Komminist",,,,,2019 IEEE INTERNATIONAL CONFERENCE ON BLOCKCHAIN AND CRYPTOCURRENCY (ICBC),article,blockchain; distributed trust; multi-party model sharing,,,,
RESPONSIBLE USE OF MACHINE LEARNING CLASSIFIERS IN CLINICAL PRACTICE,"Mishra, Abhishek",,,,,JOURNAL OF LAW AND MEDICINE,article,artificial intelligence; machine learning classifiers; clinical standard of care; medical practitioner responsibility,,,,
Modelling deception using theory of mind in multi-agent systems,"Sarkadi, Stefan; Panisson, Alison R.; Bordini, Rafael H.; McBurney, Peter; Parsons, Simon; Chapman, Martin",,,,,AI COMMUNICATIONS,article,Deception; theory of mind; agent-oriented programming languages; machine deception,,,,
Human-Centric AI for Trustworthy IoT Systems With Explainable Multilayer Perceptrons,"Garcia-Magarino, Ivan; Muttukrishnan, Rajarajan; Lloret, Jaime",,,,,IEEE ACCESS,article,Explainable artificial intelligence; human-centric artificial intelligence; Internet of Things; multilayer perceptron; smart kitchen; emotion detection,,,,
